study_id,esvd2_0_biome,esvd2_0_ecozones,esvd2_0_ecosystems,es_1,countries,continent,scale_of_site,protection_status,site_area_in_hectares,ecosystem_condition,latitude,longitude,valuation_methods,value_year,beneficiary_unit,number_of_beneficiaries,int_per_hectare_per_year,year_pub
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,24.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,22,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,24.810000000000002,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,1.04,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,12.98,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,48.46,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,64.94000000000001,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Fens,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,97.75,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,8.12,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,1.4,2011
161,Inland wetlands,Peatlands,Peat bogs,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,67.17999999999999,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,"Existence, bequest values",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,90.22,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,77.7,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,69.4,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,121.14999999999999,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,62.25,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,144,2011
161,Inland wetlands,Peatlands,Peat bogs,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,188.63,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,31.2,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,43.37,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,50.08,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,36.68,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,43.620000000000005,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,22.630000000000003,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,43.75,2011
161,Inland wetlands,Peatlands,Peat bogs,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,16.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,40.660000000000004,2011
161,Inland wetlands,Peatlands,Fens,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Aesthetic information,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,Climate regulation,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,16.68,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,6.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,26.74,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,192.38000000000002,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,89.35,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,55.230000000000004,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,29.34,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,63,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,6.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,43.75,2011
161,Inland wetlands,Peatlands,Peat bogs,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,16.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Fens,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,97.75,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Moderation of extreme events,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,7.46,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,43.75,2011
161,Inland wetlands,Peatlands,Fens,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,16.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,40.660000000000004,2011
161,Inland wetlands,Peatlands,Fens,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,25.38,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,48.87,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,176.7,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Sown pastures and fields,Sown pastures and fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,5206000,Intermediate,55,-3,CE,2011,household,25000000,3.09,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,3284000,Intermediate,55,-3,CE,2011,household,25000000,1.26,2011
161,Inland wetlands,Peatlands,Marshes and swamps,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2209000,Intermediate,55,-3,CE,2011,household,25000000,24.130000000000003,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,"Existence, bequest values",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,29.49,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,22.939999999999998,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,14.11,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,33.92,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,6.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,11.32,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,43.75,2011
161,Inland wetlands,Peatlands,Peat bogs,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,16.23,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,20.330000000000002,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,981500,Intermediate,55,-3,CE,2011,household,25000000,2.34,2011
161,Intensive land use,Perennial agroforestry,Hedgerows,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,814200,Intermediate,55,-3,CE,2011,household,25000000,11.850000000000001,2011
161,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,94800,Intermediate,55,-3,CE,2011,household,25000000,4.85,2011
161,Intensive land use,Annual cropland,Intensive annual cropland,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,73700,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,40600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,10500,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Peat bogs,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,28300,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,22600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Peatlands,Fens,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,18100,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,61600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Inland wetlands,Marshes and swamps,Marshes and swamps,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,9400,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Desert and semi desert,Inland rock formations,Inland rock formations,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,2600,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Intensive land use,Semi natural pastures and old fields,Semi natural pastures and old fields,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,900,Intermediate,55,-3,CE,2011,household,25000000,0,2011
161,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Raw materials,United Kingdom of Great Britain & Northern Ireland,Europe,National,Partially protected,1059200,Intermediate,55,-3,CE,2011,household,25000000,34.7,2011
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Opportunities for recreation and tourism,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,36625,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,188.66,2012
159,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,280192,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,206.14,2012
159,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,280192,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,1111.42,2012
159,Inland wetlands,Peatlands,Peat bogs,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,193924,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,152.85000000000002,2012
159,Inland wetlands,Peatlands,Peat bogs,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,193924,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,546.59,2012
159,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,"Existence, bequest values",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,82320,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,31.25,2012
159,Cold climate evergreen forest and woodland,Boreal coniferous forest,Boreal coniferous forest,"Existence, bequest values",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,82320,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,224.13,2012
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,"Inspiration for culture, art and design",United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,78740,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,154.26999999999998,2012
159,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,82320,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,115.64,2012
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,78740,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,205.38000000000002,2012
159,Temperate forest and woodland,Temperate deciduous forest,Temperate continental forest,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,76985,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,245.15,2012
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,36625,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,248.87,2012
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,22585,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,67.53,2012
159,Rangelands and natural grasslands,Temperate subhumid grasslands,Temperate subhumid grasslands,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,19013,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,199.10999999999999,2012
159,Coastal systems,Coastal dunes and cliffs,Coastal cliffs,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,15315,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,115.19,2012
159,Desert and semi desert,Inland rock formations,Inland rock formations,Information for cognitive development,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,7171,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,112.76,2012
159,Shrubland and shrubby woodland,Cool temperate heathland,Cool temperate heathland,Opportunities for recreation and tourism,United Kingdom of Great Britain & Northern Ireland,Europe,National,Protected,280192,Well-functioning (or extensively managed),52.56438,-1.46708,CE,2011,total,22400000,152.42000000000002,2012
